TotRmsAbvGrd,YearBuilt,LandContour,BsmtFinSF1,GarageCars,1stFlrSF,TotalBsmtSF,2ndFlrSF,GrLivArea,OverallQual,Saleprice
4,1956,Lvl,248,1,936,936,0,936,5,129000
6,2006,Lvl,24,2,1314,1314,0,1314,6,176432
7,1914,Lvl,0,0,773,684,582,1355,6,127000
5,1986,Lvl,0,2,1088,1074,0,1088,8,170000
6,1936,Lvl,672,1,757,672,567,1324,4,128000
7,1978,Lvl,704,2,1601,1271,0,1601,7,157000
3,1920,Bnk,290,1,438,290,0,438,2,60000
5,1971,Lvl,412,1,950,950,0,950,5,119500
6,1960,Lvl,588,1,1134,1010,0,1134,5,135000
6,1959,Lvl,655,2,1194,655,0,1194,6,159500
6,1970,Lvl,0,2,630,630,672,1302,5,106000
9,1994,Lvl,1032,2,1500,1463,1122,2622,8,325000
6,1990,Lvl,738,2,1442,910,0,1442,7,179900
9,2006,HLS,0,2,887,868,1134,2021,7,274725
7,2000,Lvl,0,2,948,924,742,1690,6,181000
7,2004,Lvl,1039,3,1836,1836,0,1836,8,280000
8,1995,Lvl,219,2,773,773,885,1658,6,188000
8,1976,Lvl,403,2,1098,803,866,1964,7,205000
5,1957,Lvl,708,1,816,816,0,816,5,129900
6,1953,Lvl,643,1,1008,1008,0,1008,5,134500
4,1954,Lvl,415,1,833,833,0,833,5,117000
7,2007,Lvl,1004,3,1734,1734,0,1734,8,318000
7,2002,Lvl,353,2,779,408,640,1419,8,184100
5,1967,Lvl,702,2,894,894,0,894,5,130000
6,1958,Lvl,0,1,1021,533,580,1601,5,140000
6,1959,Lvl,369,1,1040,1040,0,1040,5,133700
6,1920,Bnk,0,1,1012,1012,0,1012,6,118400
7,2005,Lvl,24,3,1552,1552,0,1552,7,212900
5,1956,Lvl,0,1,960,672,0,960,4,112000
4,1947,Lvl,0,0,698,698,0,698,5,118000
7,1992,Lvl,0,2,812,384,670,1482,7,163900
5,1955,Lvl,0,2,1005,1005,0,1005,4,115000
7,2007,Lvl,0,3,1555,1373,0,1555,7,174000
7,2004,Lvl,1300,3,1530,1530,0,1530,7,259000
8,2004,Lvl,0,2,847,847,1112,1959,7,215000
4,1980,Lvl,936,2,936,936,0,936,5,140000
7,1928,Lvl,622,2,1328,1122,653,1981,4,135000
5,1991,Lvl,212,0,974,974,0,974,5,93500
8,1880,Lvl,0,1,1178,1008,1032,2210,6,117500
8,1995,Lvl,584,2,1142,1128,878,2020,8,239500
7,1997,HLS,0,2,916,916,684,1600,6,169000
5,1926,Lvl,0,1,986,960,0,986,6,102000
6,1950,Lvl,280,1,1032,1032,220,1252,6,119000
6,1875,Lvl,0,0,780,780,240,1020,5,94000
5,1977,Lvl,1567,2,1567,1567,0,1567,6,196000
6,1920,Lvl,645,2,1167,915,0,1167,5,144000
4,1951,Lvl,852,2,952,952,0,952,5,139000
9,1976,Lvl,381,2,1088,780,780,1868,5,197500
11,2006,Lvl,1150,3,1466,1466,1362,2828,8,424870
5,1959,Lvl,288,0,1006,1006,0,1006,5,80000
5,1941,Lvl,348,1,672,672,252,924,4,80000
8,1928,Lvl,0,1,1042,1042,534,1576,5,149000
5,1985,Lvl,1258,2,1298,1298,0,1298,6,180000
7,1941,Bnk,275,1,860,704,704,1564,7,174500
5,1926,Lvl,0,1,572,572,539,1111,7,116900
7,1920,Lvl,624,2,832,650,650,1482,7,143000
4,1950,Lvl,0,1,932,932,0,932,6,124000
6,1959,Lvl,176,2,1466,1466,0,1466,5,149900
6,1956,Lvl,296,2,1811,1073,0,1811,6,230000
5,1930,Lvl,538,1,816,816,0,816,6,120500
8,1965,Lvl,454,2,902,864,918,1820,7,201800
6,1976,Lvl,1157,2,1437,1437,0,1437,5,218000
6,1965,Lvl,633,2,1265,1219,0,1265,5,179900
6,2007,Lvl,904,2,1314,1314,0,1314,7,230000
7,2007,Lvl,0,3,1580,1580,0,1580,8,235128
8,1974,Lvl,442,2,943,901,933,1876,6,185000
7,1978,Lvl,311,2,855,855,601,1456,6,146000
7,1954,Low,728,2,1640,1296,0,1640,6,224000
5,1968,Lvl,492,2,894,894,0,894,5,129000
6,1969,Lvl,1198,2,1258,1198,0,1258,4,108959
5,1978,Lvl,680,2,1432,1360,0,1432,5,194000
7,2009,Lvl,0,2,1502,1502,0,1502,7,233170
7,2008,Lvl,0,3,1694,1694,0,1694,8,245350
7,2000,Lvl,786,2,959,959,712,1671,6,173000
7,1935,Lvl,626,2,1236,1127,872,2108,6,235000
10,1995,Lvl,1387,3,1831,1930,1796,3627,10,625000
6,1977,Lvl,522,1,1118,1096,0,1118,6,171000
6,1958,Lvl,662,2,1261,1261,0,1261,6,163000
5,2006,Lvl,0,2,625,625,625,1250,7,171900
12,1946,Bnk,152,0,1636,1598,971,3086,5,200500
9,1932,Lvl,503,2,1170,952,1175,2345,6,239000
9,1992,Lvl,700,2,2129,1683,743,2872,8,285000
5,1984,Lvl,658,1,923,876,0,923,5,119500
5,1926,Bnk,468,1,818,818,406,1224,6,115000
7,1921,Lvl,0,1,820,731,523,1343,5,154900
5,1954,Lvl,0,0,1124,0,0,1124,5,93000
8,1990,Lvl,1216,2,1298,1216,1216,2514,7,250000
5,2008,HLS,1480,2,1652,1600,0,1652,8,392500
10,1996,Lvl,2096,3,2411,2396,2065,4476,10,745000
5,1920,Lvl,821,2,1130,1120,0,1130,5,120000
5,1963,Lvl,1159,3,1572,1572,0,1572,5,186700
7,1924,Lvl,392,1,949,784,272,1221,5,104900
7,1900,Bnk,440,2,1014,978,685,1699,3,95000
5,1994,Lvl,1456,3,1624,1624,0,1624,8,262000
7,2002,Lvl,0,2,831,831,829,1660,7,195000
7,1999,Lvl,0,2,1028,994,776,1804,7,189000
7,1961,Low,1159,4,1622,1249,0,1622,4,168000
5,1999,Lvl,0,2,764,776,677,1441,8,174000
6,1925,Lvl,0,1,842,702,630,1472,5,125000
5,1999,Lvl,883,2,1224,1224,0,1224,6,165000
7,1969,Lvl,371,1,663,663,689,1352,6,158000
8,2005,Lvl,0,2,728,728,728,1456,6,176000
9,2006,Lvl,0,3,879,879,984,1863,7,219210
7,1916,Bnk,0,1,815,815,875,1690,7,144000
6,2001,Lvl,0,2,1212,1212,0,1212,7,178000
6,1963,Lvl,547,2,1382,1051,0,1382,4,148000
5,1970,Lvl,0,1,864,864,0,864,4,116050
6,1998,Lvl,0,2,866,866,913,1779,7,197900
5,1925,Lvl,0,1,884,884,464,1348,5,117000
6,2000,Lvl,0,2,1630,1630,0,1630,7,213000
6,1975,Lvl,788,2,1074,1056,0,1074,5,153500
7,1990,Lvl,485,3,2196,2158,0,2196,7,271900
5,1966,Lvl,1056,1,1056,1056,0,1056,4,107000
7,2003,Lvl,340,2,1700,1682,0,1700,6,200000
6,1962,Lvl,504,2,1283,931,0,1283,5,140000
8,2006,Lvl,1220,2,1660,1660,0,1660,8,290000
8,1992,Lvl,0,2,1055,1055,790,1845,6,189000
8,1988,Bnk,427,2,1080,559,672,1752,8,164000
4,1941,Lvl,344,1,672,672,0,672,4,113000
3,1965,Lvl,648,1,960,648,0,960,4,145000
6,1962,Lvl,784,1,999,925,0,999,5,134500
5,1966,Lvl,180,1,894,894,0,894,5,125000
8,1978,Lvl,0,2,1318,0,584,1902,6,112000
6,2009,Lvl,936,2,1314,1300,0,1314,8,229456
3,1947,Lvl,0,0,672,0,240,912,4,80500
7,1971,Lvl,0,0,672,672,546,1218,6,91500
5,1964,Lvl,312,1,912,912,0,912,5,115000
5,1968,Lvl,250,1,1211,952,0,1211,5,134000
7,1949,Lvl,196,1,1168,1040,678,1846,6,143000
7,1951,Lvl,756,2,2136,2136,0,2136,5,137900
8,2004,Lvl,724,2,788,788,702,1490,7,184000
6,1958,Lvl,507,1,1138,588,0,1138,6,145000
9,2007,Lvl,0,3,894,894,1039,1933,6,214000
5,1965,Lvl,595,2,912,912,0,912,5,147000
7,2008,Lvl,1540,3,1702,1702,0,1702,9,367294
7,1960,Lvl,666,1,1507,1075,0,1507,5,127000
12,1977,Lvl,498,2,1361,1361,1259,2620,5,190000
6,1962,Lvl,803,2,1190,1106,0,1190,5,132500
6,1962,Lvl,0,2,1224,0,0,1224,4,101800
6,1959,Lvl,1000,2,1188,1188,0,1188,5,142000
7,1911,Bnk,0,0,1024,940,940,1964,5,130000
9,1914,Lvl,0,1,892,747,892,1784,5,138887
6,2003,Lvl,0,2,764,764,862,1626,7,175500
8,2004,Lvl,0,2,847,847,1101,1948,7,195000
6,2005,Lvl,0,2,1141,1141,0,1141,6,142500
6,2006,HLS,428,2,1484,1476,0,1484,8,265900
8,2003,Lvl,550,2,884,884,884,1768,7,224900
7,2007,Lvl,0,3,1689,1689,0,1689,7,248328
6,1974,Lvl,885,2,1173,1053,0,1173,7,170000
7,2006,Lvl,1386,3,2076,2076,0,2076,10,465000
7,1929,HLS,0,2,792,792,725,1517,8,230000
7,1984,Lvl,0,2,1140,585,728,1868,6,178000
6,2005,Lvl,0,2,756,756,797,1553,7,186500
6,1976,Lvl,539,3,1034,1012,0,1034,6,169900
8,1917,Lvl,319,2,1134,735,924,2058,6,129500
6,1950,Lvl,534,1,988,876,0,988,5,119000
8,1968,Lvl,1065,2,2110,2110,0,2110,7,244000
6,2003,Lvl,0,2,1405,1405,0,1405,7,171750
5,1968,Lvl,510,1,874,864,0,874,5,130000
9,1974,Lvl,125,2,1516,1192,651,2167,7,294000
7,2003,Lvl,0,2,760,746,896,1656,7,165400
6,1931,Lvl,425,1,959,884,408,1367,6,127500
7,1994,Lvl,1314,2,1987,1986,0,1987,8,301500
4,1922,Lvl,0,0,864,864,0,864,5,99900
5,2005,Lvl,655,2,1166,856,0,1166,7,190000
6,1969,Lvl,602,2,1054,1054,0,1054,6,151000
7,1999,Lvl,0,2,892,841,783,1675,6,181000
5,1956,Lvl,504,1,1050,1050,0,1050,5,128900
8,1957,Lvl,0,1,1104,1104,684,1788,4,161500
8,1919,Lvl,0,2,1060,764,764,1824,6,180500
5,1998,Lvl,266,2,1337,1405,0,1337,6,181000
6,1999,Lvl,450,2,713,691,739,1452,7,183900
9,1910,Bnk,0,1,964,925,925,1889,7,122000
10,2008,HLS,0,3,2018,2002,0,2018,9,378500
11,1935,Lvl,192,3,1968,728,1479,3447,8,381000
7,1958,Lvl,460,1,874,874,650,1524,5,144000
4,1979,Low,1258,2,1332,1332,192,1524,7,260000
7,1968,Lvl,0,2,1489,1489,0,1489,6,185750
5,1965,Lvl,560,1,935,935,0,935,5,137000
5,1959,Lvl,719,1,1357,1019,0,1357,6,177000
8,1910,Lvl,0,2,661,661,589,1250,5,139000
10,1948,Lvl,220,2,928,928,992,1920,5,137000
6,1972,Lvl,593,2,735,723,660,1395,6,162000
7,1967,Lvl,528,2,1724,1680,0,1724,6,197900
7,2002,Lvl,804,2,1128,1128,903,2031,8,237000
6,1920,Lvl,0,2,698,698,430,1128,4,68400
6,2002,Lvl,788,2,1573,1573,0,1573,7,227000
6,1990,Lvl,1053,2,1339,1309,0,1339,7,180000
5,1977,Lvl,532,2,1040,1040,0,1040,5,150500
8,1971,Low,0,0,912,912,912,1824,6,139000
10,1919,Lvl,0,1,1699,804,748,2447,6,169000
6,1939,Lvl,0,1,825,780,587,1412,6,132500
6,1963,Lvl,569,2,1328,1328,0,1328,6,143000
7,1964,Low,812,2,1582,1624,0,1582,5,190000
5,2000,Lvl,1158,2,1659,1501,0,1659,8,278000
8,2006,Lvl,0,3,1120,1085,850,1970,8,281000
6,1964,Lvl,1014,2,1152,1152,0,1152,5,180500
6,1972,Lvl,231,1,630,630,672,1302,5,119500
11,1892,Lvl,0,1,1378,994,994,2372,5,107500
8,1976,Lvl,194,2,832,832,832,1664,7,162900
5,1955,Lvl,167,2,864,864,0,864,5,115000
5,1968,Lvl,1016,1,1052,1052,0,1052,5,138500
6,1963,Lvl,776,2,1128,1120,0,1128,5,155000
5,2005,Lvl,547,2,1072,547,0,1072,6,140000
12,2008,Bnk,5644,2,4692,6110,950,5642,10,160000
6,1959,Lvl,340,1,1246,1246,0,1246,5,154000
9,1999,Lvl,694,2,1005,978,978,1983,7,225000
7,1942,Bnk,547,1,753,771,741,1494,6,177500
8,1994,Lvl,740,3,1203,1165,1323,2526,8,290000
7,2005,Lvl,0,3,1616,1616,0,1616,7,232000
7,2004,Lvl,0,2,976,976,732,1708,7,130000
6,2006,Lvl,1572,2,1652,1652,0,1652,9,325000
6,2005,Lvl,0,2,1368,1368,0,1368,7,202500
5,1994,Lvl,746,2,990,990,0,990,5,138000
6,1948,Lvl,144,2,1122,924,0,1122,5,147000
6,1991,Lvl,1200,2,1294,1278,0,1294,6,179200
7,1959,Lvl,1406,2,1902,1902,0,1902,7,335000
6,2005,Lvl,925,2,1274,1274,0,1274,7,203000
9,1990,Lvl,482,2,1453,1453,1357,2810,8,302000
10,1999,Lvl,0,3,1422,1393,1177,2599,9,333168
5,1954,Lvl,732,1,948,948,0,948,4,119000
9,1969,Lvl,500,2,1092,952,1020,2112,6,206900
8,2008,Lvl,0,3,1630,1622,0,1630,8,295493
5,2006,Lvl,0,2,1352,1352,0,1352,7,208900
7,2001,Lvl,0,3,1787,1753,0,1787,8,275000
5,1954,Bnk,492,1,948,864,0,948,4,111000
6,1957,Lvl,189,2,1478,1478,0,1478,6,156500
4,1949,Lvl,0,1,720,0,0,720,3,72500
8,1992,Lvl,674,2,1061,750,862,1923,7,190000
5,1940,HLS,280,0,708,420,0,708,4,82500
7,2006,Lvl,0,3,1795,1795,0,1795,8,147000
5,1922,Lvl,0,0,796,796,0,796,4,55000
6,1931,Bnk,544,0,774,544,0,774,3,79000
5,1982,Lvl,641,1,816,816,0,816,5,130500
8,1920,Lvl,493,2,1584,1510,1208,2792,6,256000
8,1998,Lvl,0,2,955,935,677,1632,7,176500
7,2006,Lvl,0,3,1588,1588,0,1588,8,227000
6,1976,Lvl,483,2,954,911,0,954,5,132500
3,1938,Lvl,690,1,816,816,0,816,4,100000
6,1938,Lvl,0,1,803,803,557,1360,5,125500
7,1970,Lvl,765,2,765,765,600,1365,5,125000
6,1977,Lvl,686,2,1334,1350,0,1334,6,167900
8,1973,Lvl,0,2,1656,1656,0,1656,5,135000
4,1941,Bnk,0,0,693,693,0,693,4,52500
8,2002,Lvl,700,2,920,916,941,1861,7,200000
5,1972,Lvl,360,1,864,864,0,864,5,128500
5,1971,Lvl,0,4,872,858,0,872,4,123000
6,2003,Lvl,814,2,1114,1114,0,1114,6,155000
7,2002,Lvl,0,2,1284,1284,885,2169,8,228500
9,1928,Bnk,0,2,1172,896,741,1913,6,177000
8,2006,Lvl,0,2,728,728,728,1456,7,155835
5,1920,Lvl,250,1,960,960,0,960,4,108500
9,1968,Lvl,297,2,2156,1568,0,2156,7,262500
7,2006,HLS,80,3,1776,1732,0,1776,8,283463
5,1998,Low,1443,2,1494,1482,0,1494,7,215000
8,1872,Lvl,259,0,938,684,1215,2358,8,122000
12,1969,Lvl,500,4,1338,1248,1296,2634,5,200000
8,1962,Lvl,319,2,858,858,858,1716,6,171000
4,1937,Lvl,0,2,786,698,390,1176,6,134900
9,1995,Lvl,816,3,2053,2033,1185,3238,8,410000
7,2000,Lvl,735,3,992,992,873,1865,7,235000
8,1968,Lvl,0,2,1222,570,698,1920,7,170000
5,1966,Lvl,340,1,892,864,0,892,5,110000
6,1971,Lvl,734,2,1078,1078,0,1078,5,149900
5,2000,Lvl,378,2,769,756,804,1573,6,177500
8,2004,Lvl,1447,3,1980,1980,0,1980,9,315000
8,1921,Lvl,0,2,990,612,1611,2601,5,189000
7,2005,Low,1274,2,1530,1530,0,1530,7,260000
7,1920,Lvl,0,1,1281,715,457,1738,4,104900
6,2006,Lvl,0,2,616,616,796,1412,6,156932
4,2005,Lvl,0,2,520,600,600,1200,7,144152
7,2000,Lvl,533,2,814,814,860,1674,7,216000
7,1999,Lvl,633,2,882,873,908,1790,7,193000
6,1977,Lvl,548,1,925,757,550,1475,5,127000
4,2003,Lvl,685,2,848,848,0,848,6,144000
8,2003,Lvl,370,2,1668,1657,0,1668,8,232000
6,1920,Lvl,315,1,840,840,534,1374,4,105000
8,1955,Lvl,831,1,1661,992,0,1661,6,165500
8,1998,Lvl,975,2,1108,1108,989,2097,7,274300
8,2001,Lvl,1282,3,2633,2633,0,2633,10,466500
9,2005,Lvl,0,3,1026,1026,932,1958,7,250000
7,2007,HLS,0,3,1571,1571,0,1571,8,239000
4,1930,Bnk,384,1,790,768,0,790,6,91000
6,1941,Lvl,408,2,984,984,620,1604,5,117000
5,1973,Lvl,309,1,483,483,504,987,6,83000
7,2006,Lvl,0,2,754,384,640,1394,5,167500
5,1914,Lvl,203,1,864,864,0,864,3,58500
7,1970,Lvl,865,2,2117,1205,0,2117,6,237500
8,1920,Lvl,0,2,998,596,764,1762,7,157000
7,1918,Lvl,0,2,1416,816,0,1416,5,112000
6,1939,Lvl,204,1,698,560,560,1258,6,105000
7,1922,Lvl,735,1,796,796,358,1154,4,125500
12,1978,Lvl,790,2,1392,1392,1392,2784,7,250000
10,1916,Lvl,168,1,1664,714,862,2526,6,136000
7,2006,HLS,1320,3,1746,1746,0,1746,9,377500
6,1941,Lvl,375,2,869,735,349,1218,6,131000
6,2000,Lvl,1400,2,1525,1525,0,1525,7,235000
8,1967,Lvl,0,3,1584,1584,0,1584,5,124000
6,1967,Lvl,769,1,900,864,0,900,5,123000
7,1905,Lvl,0,2,1221,482,691,1912,6,163000
6,2006,Lvl,1070,3,1500,1356,0,1500,7,246578
9,2005,Lvl,0,3,1133,1094,1349,2482,8,281213
7,1948,Bnk,353,2,1687,747,0,1687,5,160000
8,1920,Lvl,0,1,939,939,574,1513,5,137500
7,1950,Lvl,180,1,1136,1208,768,1904,5,138000
7,1925,Lvl,264,1,1160,976,448,1608,6,137450
5,1929,Lvl,0,1,950,862,208,1158,6,120000
8,2004,Lvl,759,2,864,839,729,1593,6,193000
6,2006,Lvl,0,2,1294,1286,0,1294,7,193879
6,2007,Lvl,929,3,1464,1485,0,1464,8,282922
6,1915,Lvl,0,3,694,672,520,1214,3,105000
5,2004,HLS,1373,2,1646,1594,0,1646,8,275000
5,1972,Lvl,656,2,768,768,0,768,5,133000
5,1985,Lvl,625,0,833,833,0,833,5,112000
6,1910,Lvl,0,2,741,622,622,1363,4,125500
7,1986,Lvl,0,2,1236,791,857,2093,7,215000
6,2001,Lvl,666,2,944,944,896,1840,7,230000
6,1950,Lvl,120,1,1112,856,556,1668,6,140000
6,1949,Lvl,0,2,1040,0,0,1040,4,90000
7,2005,Lvl,976,2,1844,1844,0,1844,8,257000
8,1923,Bnk,0,2,1053,833,795,1848,6,207000
7,2007,Lvl,988,3,1569,1386,0,1569,7,175900
11,1885,Lvl,0,2,1246,777,1044,2290,4,122500
7,1998,Lvl,781,3,1310,1284,1140,2450,8,340000
6,1963,Lvl,25,1,1144,1144,0,1144,5,124000
7,1969,Lvl,1110,2,1844,1844,0,1844,6,223000
7,1968,Lvl,404,2,708,708,708,1416,6,179900
4,1977,Lvl,360,2,1069,1069,0,1069,6,127500
3,2003,Lvl,686,2,848,848,0,848,6,136500
8,1966,Lvl,0,2,1575,697,626,2201,6,274970
6,1958,Lvl,457,1,1344,1024,0,1344,5,144000
7,1959,Lvl,0,2,1252,1252,0,1252,6,142000
5,1994,Lvl,1000,2,1223,1223,904,2127,7,271000
6,1945,Bnk,580,1,1048,913,510,1558,5,140000
4,1940,Lvl,510,1,804,788,0,804,5,119000
7,1981,Lvl,678,2,1440,1440,0,1440,6,182900
7,2005,Lvl,0,2,734,732,1104,1838,5,192140
5,1976,Lvl,958,2,958,958,0,958,6,143750
5,1927,Lvl,0,1,968,656,0,968,4,64500
8,2000,Lvl,0,2,962,936,830,1792,6,186500
5,1977,Low,936,2,1126,1126,0,1126,5,160000
7,1962,Lvl,0,2,1537,1319,0,1537,6,174000
5,1971,Lvl,616,2,864,864,0,864,4,120500
7,2008,Lvl,1336,3,1932,1932,0,1932,8,394617
6,1957,Lvl,600,2,1236,912,0,1236,6,149700
6,1979,Lvl,315,2,1040,539,685,1725,7,197000
11,1922,Bnk,0,2,1423,588,748,2555,6,191000
3,2004,Lvl,697,2,848,848,0,848,6,149300
10,2008,Lvl,765,3,1026,1017,981,2007,10,310000
4,1916,Lvl,0,1,952,952,0,952,6,121000
7,2004,Lvl,0,2,1422,1422,0,1422,7,179600
6,1966,Lvl,187,1,913,814,0,913,6,129000
6,1962,Lvl,593,1,1188,1188,0,1188,5,157900
8,1995,Lvl,1079,2,1220,1220,870,2090,8,240000
6,1910,Lvl,0,1,796,560,550,1346,4,112000
3,1970,Lvl,553,0,630,630,0,630,5,92000
8,1974,Lvl,0,0,896,896,896,1792,5,136000
7,2008,Lvl,0,3,1578,1573,0,1578,8,287090
5,2005,Lvl,547,2,1072,547,0,1072,5,145000
6,2006,Lvl,0,0,1140,1140,0,1140,5,84500
6,2004,Lvl,410,2,1221,1221,0,1221,7,185000
7,1999,Lvl,0,2,953,953,694,1647,6,175000
7,1978,Lvl,790,2,2073,1542,0,2073,6,210000
9,1941,Lvl,275,1,1188,1152,1152,2340,7,266500
5,1950,Lvl,49,1,1078,1078,0,1078,5,142125
6,1965,Lvl,830,1,1256,1256,0,1256,5,147500
